DrugBank ID,SMILES,node_idx
DB07637,[H][C@](N)(CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O,3671
DB01003,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,3672
DB00422,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,3673
DB01760,COC1=NC=CN=C1C(C)C,3674
DB07322,OC(=O)C1=C2CCCCC2=CC=C1NS(=O)(=O)C1=CC=CC=C1,3675
DB08916,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,3676
DB08357,CCOCCOCCOCC,3677
DB01056,CC(N)C(=O)NC1=C(C)C=CC=C1C,3678
DB07140,[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=CC=C1,3679
DB04055,CC[N+]1=C(C)C(C(=O)OC(C)C)=C(C2=CC=CC=C2Cl)C(C(O)=O)=C1C(O)=O,3680
DB01827,COC1=C(F)C(F)=C(C(N)=O)C(F)=C1F,3681
DB01873,[H]\C(=C(\C)[C@]1([H])C\C([H])=C(C)/CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1,3682
DB00470,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,3683
DB04772,CC(C)C[C@H](NS(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N,3684
DB02144,[H]\C(CCCCCCCC)=C(\[H])CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,3685
DB00811,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3686
DB02096,[H][C@](CO)(CCC1=CC=CC=C1)N1C=NC(=C1)C(N)=O,3687
DB08291,NCCCNC1=CC=CC=C1[N+]([O-])=O,3688
DB07073,CC1(C)CC2=C(SC(=N2)N2CCOCC2)C(=O)C1,3689
DB04759,CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC=CC(C)=C2)=CC=C1,3690
DB08640,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O,3691
DB07375,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,3692
DB01646,CSCC[C@H](NC(C)=O)C(O)=O,3693
DB09075,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,3694
DB03126,[H][C@@]1(C[C@]([H])(OC(=O)C2=CC=CC=C2NC)[C@@]([H])(COP(O)(=O)OP(O)(O)=O)O1)N1C=NC2=C(N)N=CN=C12,3695
DB04924,COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,3696
DB07601,OC1=CC(O)=C(Cl)C=C1C1=NOC2=C1C=C(NCCN1CCOCC1)C=C2,3697
DB07223,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCCC)C(=O)N1CCC[C@@]1([H])C(=O)OC,3698
DB06828,C(CN1C=CC=C1)OC1=CC2=C(NC=C2)C=C1,3699
DB08166,[H][C@@]1(C#N)C2=C(N(C)C3=CC(Cl)=CC=C23)C(=O)NC11CCNCC1,3700
DB02261,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O,3701
DB04235,[H][C@@](N)(CC)CCC(O)=O,3702
DB03892,N[C@@H](CCCN\C(N)=[NH+]\CC=C)C(O)=O,3703
DB07525,COC1=CC=CC(CC2=CNC3=C2C=CC=N3)=C1,3704
DB00810,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,3705
DB08280,[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=CC=C(OC)C=C1)C(N)=O,3706
DB03109,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@@]([H])(O)[C@@]1([H])N=C(C)O,3707
DB02519,OS(=O)(=O)C1=CC=C2NC(=O)\C(=C3/NC4=CC=CC=C4C3=O)C2=C1,3708
DB07874,COC1=CC(=CC=C1)C1=CC(=CC=C1)[C@]1(C)CC(=O)N(C)C(N)=N1,3709
DB04318,[H]N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCC1=CC=CC=C1)CP(O)(=O)[C@@H](CC1=CC=CC=C1)N([H])C(=O)OCC1=CC=CC=C1,3710
DB08347,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N,3711
DB08389,[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1,3712
DB08270,[H][C@@](CC(C)C)(N[C@@]([H])(C1=CC=C(C=C1)C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F)C(=O)NCCN,3713
DB00233,NC1=CC(O)=C(C=C1)C(O)=O,3714
DB00492,CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,3715
DB07504,[H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=C(Br)C(=N1)N([H])C1=CC=CC=C1,3716
DB03632,[H][C@]1(C)N=C(O)C[C@]([H])(N=C(O)C[C@]([H])(N=C(O)[C@]([H])(CC2=CC=CC=C2)N(C)C(=O)[C@]([H])(CCCNC(=N)NC(O)=NC)N=C1O)C(O)=O)C(O)=O,3717
DB02861,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1,3718
DB06977,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=CNN=C2C=C1)CC1=C2C=CC=CC2([H])N=C1,3719
DB07966,N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1,3720
DB01072,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,3721
DB03397,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,3722
DB07471,[H][C@](C)(OC1=C(SC(=C1)N1C=NC2=CC(OC)=C(OC)C=C12)C(N)=O)C1=CC=CC=C1Cl,3723
DB08730,FC1=CC(=CC(=C1)C(=O)NC1=CC=C2C=CN(CCC3=CC=NC=C3)C2=C1)N1CCOCC1,3724
DB04673,[H][C@@]1(CC(C)C)CN(CCN1C(=O)C1=NC=C(C=N1)C1=CC=NC=C1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1,3725
DB01647,CCCOC1=CC(=CC=C1OC)[C@]1(C)CNC(=O)O1,3726
DB00254,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,3727
DB07856,ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1,3728
DB07051,CCOC(=O)C1=C(C)N([NH+]=C1C)C1=CC=CC=C1,3729
DB02744,NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1,3730
DB04017,CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C,3731
DB03419,O=C1NC=CC(=O)N1,3732
DB03130,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSC(O)OCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)N([H])CC(O)=O)C(O)=O,3733
DB06865,[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=CC(=C2)C1=CC=C(O)C=C1,3734
DB04285,[H]\C(C[C@](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)(N1N=NC2=CC=CC=C12)C1=NC2=CC=CC=C2S1)=C(\[H])C1=CC=CC=C1,3735
DB03010,[H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1,3736
DB06972,ClC1=CC(=CC(Cl)=C1)C1=C(C#N)[C@@]2(CC3=CC=C(C=C3)C#N)CCCN2C1=O,3737
DB04581,C(N1C=CN=C1)C1=CC=CC=C1,3738
DB01700,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,3739
DB02660,COC1=CC=C(C=C1OC1CCCC1)C(\C)=N\OC(N)=O,3740
DB01919,CCCCC=O,3741
DB06709,CC(C[N+](C)(C)C)OC(C)=O,3742
DB02221,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1F,3743
DB02072,OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CSCC2)S1,3744
DB08049,OC1=CC=C2C(OC(=O)C=C2C2=CC=CC=C2)=C1O,3745
DB07063,OC(=O)CN1C=C(CC2=NC3=C(S2)C(F)=CC(F)=C3F)C2=C1C=CC=C2,3746
DB08626,[H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O,3747
DB08655,CC(=O)N1C2=CC=CC=C2C2=C1C(=O)CCC2,3748
DB01843,[H][C@]1(CO)O[C@@]2(N=C(O)N(N)C2=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,3749
DB07278,O=C([C@@](C)([H])N1CC[C@]([H])(NS(=O)(=O)\C=C\C2=CC=C(Cl)S2)C1=O)N1CCOCC1,3750
DB02551,[H][C@]1(CC)CNCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2,3751
DB07360,FC(F)(F)C1=CC=CC(NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2)=C1,3752
DB00353,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,3753
DB00483,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,3754
DB08549,[H][C@]1(CC2=C(CN1C(=O)OCC1=CC=CC=C1)C=C(NS(O)(=O)=O)C=C2)C(=O)NC,3755
DB08565,[H]N([C@@H](CC1=CC=CC2=CC=CC=C12)[B-](O)(O)O)C(C)=O,3756
DB04971,CC1=C(CCOC2=CC=C(CC3C(=O)NOC3=O)C=C2)N=C(O1)C1=CC=CC=C1,3757
DB07747,[H][C@]1(CO)CC2=CC=C(C=C2CN1)S(=O)(=O)NC1=CC=C(Cl)C=C1,3758
DB07314,COC1=CC(OC)=C(NC(=O)NC2=NC=C(N=C2)C#N)C=C1Cl,3759
DB01955,OCCCCO,3760
DB01197,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,3761
DB01840,OCC[C@@H](O)[C@H](O)[C@H](O)\C=C\P(O)(O)=O,3762
DB00936,OC(=O)C1=CC=CC=C1O,3763
DB01212,[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,3764
DB00984,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],3765
DB00756,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,3766
DB02402,COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1,3767
DB00903,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,3768
DB07468,CC1=C2C(=CC=C1)N=C1N(CC[C@@]1(O)C2=O)C1=CC=CC=C1,3769
DB06931,CCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,3770
DB08393,OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1,3771
DB06887,CNC(=O)[C@@H]1CC2=CC=C(NS(O)(=O)=O)C=C2CN1C(=O)OC(C)(C)C,3772
DB01038,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,3773
DB03680,OC(C([O-])=O)C([O-])=O,3774
DB00911,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,3775
DB04754,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](CP(O)(O)=O)O[C@@H]12,3776
DB03581,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O,3777
DB00436,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,3778
DB01168,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,3779
DB07688,NS(=O)(=O)C1=CC=C(NC2=CC(OC3CCCCC3)=NC3=NC=NN23)C=C1,3780
DB02818,N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,3781
DB04339,N[C@@H](CSCC(O)=O)C(O)=O,3782
DB03326,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)OC1([H])CC([H])(OC1([H])CO)N1C=CC(=N)N=C1O)N1C=NC2=C1NC(=N)N=C2O,3783
DB01345,[K+],3784
DB00913,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,3785
DB06882,CC(C)(C)C1=NN(C(NC(=O)NC2=C3C=CC=CC3=CC=C2)=C1)C1=CC=CC(N)=C1,3786
DB07692,FC1=CC=CC(F)=C1S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1,3787
DB02843,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,3788
DB04672,[H][C@]1(COP(O)(O)=O)O[C@]([H])(C=C1)N1C=C(C)C(=O)NC1=O,3789
DB04310,[H][C@@](CCCCC)(CC(=O)NO)C(=O)N[C@@]([H])(C(C)C)C(=O)N1CCC[C@@]1([H])CO,3790
DB03828,CC1=CC(C=O)=C(OP(O)(O)=O)C(C=O)=C1,3791
DB03685,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O,3792
DB01666,[H][C@]1(OS(O)(=O)=O)[C@]([H])(OS(O)(=O)=O)[C@@]([H])(OS(O)(=O)=O)[C@]([H])(OS(O)(=O)=O)[C@]([H])(OS(O)(=O)=O)[C@]1([H])OS(O)(=O)=O,3793
DB02604,O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1,3794
DB04142,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)N(C)C,3795
DB07050,NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1,3796
DB07619,[H][C@@]1(CC[C@@]([H])(CC1)C1=CC=CN=C1)N(C1CC1)C(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F,3797
DB07670,CN(C1=CC=NN1C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1,3798
DB04664,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,3799
DB02583,COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,3800
DB07405,NC1=NC2(CCN(CC2)C(=O)C2=CC=C(N=C2)C#N)NC2=C(F)C=CC(F)=C12,3801
DB08624,[H][C@](N)(CCCNC(N)=N)C(=O)C1=NC2=CC=CC=C2S1,3802
DB05501,NCCCCN(CC1=NC2=CC=CC=C2N1)[C@H]1CCCC2=C1N=CC=C2,3803
DB08138,FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=C(F)C=CC=C2F)C=C1,3804
DB04071,NC(=O)C1=NC(=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,3805
DB03690,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,3806
DB00770,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,3807
DB03095,C[N+](C)(C)C,3808
DB08077,CC(C)(OC1=CC=C(NC(=O)NC2=CC(Cl)=CC(Cl)=C2)C=C1)C(O)=O,3809
DB07206,NC1=NC(CCC2=CC=C3C=CNC3=C2)=CC=C1,3810
DB02508,CC(C)CCO[P@](O)(=O)OP(O)(O)=O,3811
DB07139,OC(=O)CCC1=CC=C(S1)C1=CC(=CC=C1)[N+]([O-])=O,3812
DB00878,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,3813
DB03856,NCCC[C@@](N)(C(F)F)C(O)=O,3814
DB04405,[H][C@](CCN1C(=O)C2=CC=CC=C2C1=O)(CC(=O)C1=CC=C(C=C1)C1=CC=C(OCC)C=C1)C(O)=O,3815
DB04471,OC1=CC=C2[C@H](N(CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCCC2)C=C1,3816
DB07356,[H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#C,3817
DB03201,N[C@H](CS)C(O)=O,3818
DB03738,[H]\C(S)=C(/[H])N=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)CO,3819
DB02911,[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,3820
DB02185,[H][C@@]1(O)OC2=C(C=CC(OC)=C2)N(O)C1=O,3821
DB01831,N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,3822
DB04410,NCCCC1=CC=CC=C1,3823
DB02104,COC1=CC(=CC(OC)=C1OC)N(C)CC1=C(C)C2=C(N)N=C(N)N=C2N=C1,3824
DB08878,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1,3825
DB08287,[H][C@@]1(CS(=O)(=O)C2=CC=C(OC)C=C2)CCCC[C@@]1([H])C(=O)NCCN,3826
DB05479,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)NC(CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,3827
DB07960,[H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O,3828
DB04556,[H][C@@](C)(N(C)C)C1=CC(O)=CC=C1,3829
DB00629,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,3830
DB07956,[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O,3831
DB02109,ON(CC(O)=O)C=O,3832
DB07017,[H][C@@](C)(NC1=NC(=O)[C@@](C)(S1)C(C)(C)O)C1=CC=C(F)C=C1,3833
DB02391,NC1=NC2=C(N(CCNC(CO)CO)C=N2)C(=O)N1,3834
DB04850,OC[C@H](O)C(=O)N1CCC(=CC1)C1=C(F)C=C(C=C1F)N1C[C@H](COC2=NOC=C2)OC1=O,3835
DB07078,COC1=CC(=CC=C1O)C1=CC2=C(C=C1)\C(=C\C1=CC=CN1)C(=O)N2,3836
DB07920,O=NC(=O)CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1,3837
DB05229,[Na+].[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C1=CC=CC(CCCC([O-])=O)=C1O2,3838
DB07028,OC(=O)COC1=CC(Cl)=CC=C1C(=O)NCC1=C(F)C=C(Br)C=C1,3839
DB09038,[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1,3840
DB00941,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,3841
DB05869,CCOC(=O)C(C)=O,3842
DB00343,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,3843
DB07216,[H][C@]1(C2CCN(CC2)S(C)(=O)=O)C2=C(C=C(Cl)C=C2)C(=CC2=C1N=CC=C2)N1CCNCC1,3844
DB08597,C(CN1CCCCC1)OC1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC=C1,3845
DB03974,N[C@@H](CCCCNC(N)=N)C(O)=O,3846
DB07627,[H][C@@](CC(C)C)(NC(=S)NC1=CC=CC=C1)C(=O)N[C@]1([H])CO[C@]([H])(O)C1,3847
DB04495,[H][C@@](CC1=CC=C(OP(O)(O)=O)C=C1)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,3848
DB08776,CC(=O)NC1=NC2=C(S1)C(=O)NCCC2,3849
DB07900,[H][C@@](O)(C(=O)NO)[C@@]([H])(CC(C)C)C=O,3850
DB07366,[H][C@]1(CCCN1C(=O)OCC1=CC=CC=C1)C(=O)NNCCCCN,3851
DB02741,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,3852
DB01282,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,3853
DB07979,[H]N=C(CC1=CC(O)=C(O)C=C1)C(O)=O,3854
DB06990,OC(=O)C1=CC=C(\C=N\OCCO\N=C\C2=CC(=O)NC(=O)N2)C=C1,3855
DB08244,[H][C@](N)(C1CC1)C(=O)N1CC(=C[C@@]1([H])C1=CC=CC=C1)C1=CC(F)=CC=C1F,3856
DB00520,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,3857
DB02175,OC(=O)CC(O)=O,3858
DB02393,[H][C@]1(O)[C@]([H])(O)[C@]([H])(CP(O)(O)=O)O[C@]1([H])COP(O)(O)=O,3859
DB08873,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,3860
DB01431,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],3861
DB02644,CCCNC(=[NH2+])NCCC[C@H](N)C(O)=O,3862
DB01121,NC(=O)NC(=O)CC1=CC=CC=C1,3863
DB02676,OCC(CO)(CO)NCCCNC(CO)(CO)CO,3864
DB02148,CC(=O)[C@@H](N)COCC1=CC=CC=C1,3865
DB02309,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=[NH+]C3=C2N=C(O)N=C3O)[C@]([H])(O)[C@]1([H])O,3866
DB01117,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,3867
DB01877,CON[C@H]1C[C@@H](N(C1)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO,3868
DB02458,[H][C@](N)(CCC(=O)N[C@@]([H])(CSC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)C(=O)NCC(O)=O)C(O)=O,3869
DB02318,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)OC([H])(F)[C@@]1([H])F,3870
DB08447,CN(C)CC1=CNC2=C1C=CC=C2CCCO,3871
DB07816,OC(=O)C\N=C(\NC(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(C=C1)C#N,3872
DB07210,BrC1=C2N=C(C=C(NCC3=CC=NC=C3)N2N=C1)C1=CC=CC=C1,3873
DB03381,CCCCCCCCCCCCCCCC=O,3874
DB06848,CSC1=C2C=CC=CC2=C(S1)C(=O)N1CCC2(COC3=C2C=C(CN)C=C3)CC1,3875
DB00916,CC1=NC=C(N1CCO)[N+]([O-])=O,3876
DB02181,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1,3877
DB02189,NC1=NC=NC2=C1N=CN2[C@H]1CC[C@@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)O1,3878
DB05034,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O,3879
DB08908,[H]\C(=C(\[H])C(=O)OC)C(=O)OC,3880
DB03087,CC[C@@H](C)C1=NC=CS1,3881
